UID,input,output
415957,BUpAtAlakakubvyomagrahanakzatraBUBRtAm,BU_pAtAla_kakuB_vyoma_graha_nakzatra_BUBRtAm
436204,zawcatvAro_'nilAtte_ca_medomUtrakaPAvahAH,zaw_catvAraH_anilAt_te_ca_medaH_mUtra_kaPa_AvahAH
17236,suw_tiToH,suw_ti_ToH
17256,vyor_laGuprayatnataraH_SAkawAyanasya,v_yoH_laGu_prayatna_taraH_SAkawAyanasya
65417,tatra_kASyapa_ye_tRNagulmOzaDivanaspatayaH_'syAM_trisAhasramahAsAhasralokaDAtO_tatra_ye_taruNAH_komalanAlaSAKApatrapalASAH_tRNagulmOzaDivanaspatayaH_drumA_mahAdrumAH_sarve_te_tato_mahAmeGapramuktAdvAriNaH_yaTAbalaM_yaTAvizayam_abDAtuM_pratyApibanti,tatra_kASyapa_ye_tRNa_gulma_ozaDi_vanaspatayaH_'syAM_tri_sAhasra_mahA_sAhasra_lokaDAtO_tatra_ye_taruNAH_komala_nAla_SAKA_patra_palASAH_tRNa_gulma_ozaDi_vanaspatayaH_drumA_mahA_drumAH_sarve_te_tato_mahA_meGa_pramuktAt_vAriNaH_yaTAbalaM_yaTAvizayam_ap_DAtum_pratyApibanti
540448,etasminn_antare_cEva_vIrudozaDya_eva_ca,etasmin=_antare_ca_eva_vIruD_ozaDyaH_eva_ca
10028,asyAM_ca_SrAvastyAM_tasya_brAhmaNasya_yadA_patnI_antarvartinI_saMvRttA_tadeva_tasyA_garBotpAdAdatIva_kzudduHKena_pIxyamAnayA_gRhasvAmyaBihitaH_Aryaputra_kzudduHKenAtIva_bADye,asyAM_ca_SrAvastyAM_tasya_brAhmaNasya_yadA_patnI_antarvartinI_saMvRttA_tat_eva_tasyA_garBa_utpAdAt_atIva_kzuD_duHKena_pIxyamAnayA_gRha_svAmI_aBihitaH_Aryaputra_kzuD_duHKena_atIva_bADye
309679,nadIM_gaFgAm_anuprAptA_mAtRzazWA_mahAbalAH,nadIm_gaFgAm_anuprAptAH_mAtR_zazWAH_mahA_balAH
606762,hAhAhehehuMhuMkAraM_Paw_svAhAntameva_ca,hA_hA_he_he_huMhuMkAram_Paw_svAhA_antam_eva_ca
256393,evam_etEr_idaM_sarvaM_madniyogAn_mahAtmaBiH,evam_etEH_idam_sarvam_mad_niyogAt_mahAtmaBiH
513945,samidGRtAByAM_hotavyamagnikAryaM_krameNa_vA,samiD_GRtAByAm_hotavyam_agni_kAryam_krameNa_vA
18631,Rci_tunuGamakzutaFkutroruzyANAm,Rci_tu_nu_Ga_makzu_taF_ku_tra_uruzyANAm
17273,iNaH_zaH,i_NaH_zaH
16878,pUFyajoH_SAnan,pUF_yajoH_SAnan
49444,goH_kakubuzNihO,goH_kakuB_uzNihO
598520,kRtrimas_tu_varaH_prAtas_tyaktajAmAtRxambaraH,kRtrimaH_tu_varaH_prAtar_tyakta_jAmAtR_xambaraH
152346,evambudDiH_pravarteta_PalaM_syAd_uBayAnvayAt,evam_budDiH_pravarteta_Palam_syAt_uBaya_anvayAt
112406,SAradvatamahImAnaM_viviMSatiJazAkulam,SAradvata_mahI_mAnam_viviMSati_Jaza_Akulam
24990,gocarmamAtram_abbindur_BUmeH_SuDyati_pAtitaH,gocarma_mAtram_ap_binduH_BUmeH_SuDyati_pAtitaH
